url,Error,domain,ads,imgratio,inlinks,wot,pageloadtime,misspelled,hyperlinks,cookie,brokenlinks,responsive,lastmod,langcount,outlinks,redirected
"""https://technet.microsoft.com/en-us/library/cc731515(v=ws.10).aspx""",Field NA,"""com""",118,0.6013642324264163,0,"""Error in binding req to urllib2""","""+++""",7,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",11,"""true""","""2017-08-08T17:55:07""",1,59,Field NA
"""https://technet.microsoft.com/en-us/library/cc771395(v=ws.10).aspx""",Field NA,"""com""",130,0.6240617094513333,0,"""Error in binding req to urllib2""","""+++""",7,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",11,"""true""","""2017-08-08T18:05:07""",1,62,Field NA
"""https://technet.microsoft.com/en-us/library/jj865680(v=ws.10).aspx""",Field NA,"""com""",130,0.6280855788705316,0,"""Error in binding req to urllib2""","""+++""",7,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",11,"""true""","""2017-08-08T18:15:23""",1,"""TimeOut Error, Max 500 sec""",Field NA
"""https://technet.microsoft.com/en-us/library/ff641731(v=ws.10).aspx""",Field NA,"""com""",116,0.5964368187953903,0,"""Error in binding req to urllib2""","""+++""",11,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",9,"""true""","""2017-08-08T18:26:07""",1,59,Field NA
"""https://technet.microsoft.com/en-us/library/cc753173(v=ws.10).aspx""",Field NA,"""com""",130,0.6260402129529126,0,"""Error in binding req to urllib2""","""+++""",13,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",15,"""true""","""2017-08-08T18:34:38""",1,64,Field NA
"""https://technet.microsoft.com/en-us/library/cc721923(v=ws.10).aspx""",Field NA,"""com""",120,0.5907435061996561,0,"""Error in binding req to urllib2""","""+++""",8,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",7,"""true""","""2017-08-08T18:44:41""",1,60,Field NA
"""https://technet.microsoft.com/en-us/library/cc731549(v=ws.10).aspx""",Field NA,"""com""",135,0.6316904061332329,0,"""Error in binding req to urllib2""","""+++""",7,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",11,"""true""","""2017-08-08T18:54:06""",1,"""TimeOut Error, Max 500 sec""",Field NA
"""https://technet.microsoft.com/en-us/library/cc732077(v=ws.10).aspx""",Field NA,"""com""",128,0.6119644734301589,0,"""Error in binding req to urllib2""","""+++""",7,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",12,"""true""","""2017-08-08T19:05:11""",1,"""TimeOut Error, Max 500 sec""",Field NA
"""https://technet.microsoft.com/en-us/library/cc772066(v=ws.10).aspx""",Field NA,"""com""",148,0.63355585044419,0,"""Error in binding req to urllib2""","""+++""",7,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",7,"""true""","""2017-08-08T19:15:59""",1,"""TimeOut Error, Max 500 sec""",Field NA
"""https://twitter.com/bruce_schneier""",Field NA,"""com""",10,0.9586703412120614,4,"[92, 61]",140,172,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",5,"""false""","""2017-08-08T19:26:56""",44,7,"""https://twitter.com/account/suspended"""
"""http://www.isaccouncil.org/memberisacs.html""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""https://tools.ietf.org/""",Field NA,"""org""",92,0.37958307810254693,217000,"[94, 52]",310,1,"{""contact"": 0, ""email"": 1, ""sitemap"": 0, ""help"": 0}","""No""",8,"""Info not NA""","""2017-08-08T19:27:35""",1,54,Field NA
"""http://www.sqlsecurity.co""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""https://technet.microsoft.com/en-us/library/security/dn610807.aspx""",Field NA,"""com""",104,1.0,0,"""NA""",396,7,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",4,"""true""","""2017-08-08T19:33:49""",1,54,Field NA
"""http://searchsecurity.techtarget.in/""",Field NA,"""com""",336,0.07584301410034042,4,"[90, 49]",70,13,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",1,"""false""","""2017-08-08T19:40:47""",1,45,"""http://www.computerweekly.com/"""
"""http://www.bmc.com/support/security/""",Field NA,"""com""",280,1.0,203000,"[87, 13]",139,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",74,"""true""","""2017-08-08T19:47:28""",1,21,"""https://communities.bmc.com/blogs/application-security-news/"""
"""https://portal.reisac.org/SitePages/Index.aspx""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.infosecisland.com/""",Field NA,"""com""",6,0.29304258635158714,0,"[91, 33]",178,3,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",1,"""false""","""2017-08-08T19:56:15""",1,5,Field NA
"""http://www.infosecblog.org/""",Field NA,"""org""",83,0.6610181135359179,0,"[88, 10]",134,3,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",11,"""true""","""2017-08-08T19:56:37""",1,11,"""https://www.infosecblog.org/"""
"""https://isc.sans.edu/""",Field NA,"""edu""",29,0.2961582154939213,84000,"[93, 51]",331,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""",0,"""false""","""2017-08-08T19:59:34""",1,28,Field NA
"""http://www.northropgrumman.com""",Field NA,"""com""",2,0.3333333333333333,2,"[93, 51]",1262,1,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-08-08T20:01:42""",1,2,"""http://www.northropgrumman.com/Pages/default.aspx"""
"""https://ics-cert.us-cert.gov/Standards-and-References""",Field NA,"""gov""",106,0.4447852486429932,28400,"[94, 21]",26,"""TimeOut Error, Max 500 sec""","{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""","""TimeOut Error, Max 500 sec""","""Info not NA""","""2017-08-08T20:05:58""",1,"""TimeOut Error, Max 500 sec""",Field NA
"""http://www.information-age.com/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""https://europaysolutions.com/fraud-risk-management/fraud-prevention-suite/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""https://cve.mitre.org/""",Field NA,"""org""",12,0.7250439953880696,52100,"[93, 49]",306,6,"{""contact"": 1, ""email"": 0, ""sitemap"": 1, ""help"": 0}","""No""",0,"""false""","""2017-08-10T12:29:38""",1,12,Field NA
"""http://www.ibm.com/developerworks/websphere/zones/was/security/""",Field NA,"""com""",84,0.8449022761188624,7,"[94, 74]",151,13,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",4,"""true""","""2017-08-10T12:31:11""",7,26,"""https://www.ibm.com/developerworks/websphere/zones/was/security/"""
"""https://cryptoworks21.uwaterloo.ca/cryptography""",Field NA,"""ca""",13,1.0,0,"[94, 25]",161,2,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",26,"""false""","""2017-08-10T12:22:05""",1,11,"""https://cryptoworks21.uwaterloo.ca/cryptography/"""
"""http://www.fortinet.com""",Field NA,"""com""",22,0.1252841325479889,4,"[91, 47]",82,6,"{""contact"": 1, ""email"": 1, ""sitemap"": 0, ""help"": 0}","""Yes""","""TimeOut Error, Max 500 sec""","""false""","""2017-08-09T22:35:21""",1,20,"""https://www.fortinet.com/"""
"""https://crackstation.net/hashing-security.htm""",Field NA,"""net""",40,0.9992301219272017,1,"""NA""",176,1,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",10,"""false""","""2017-08-10T12:45:34""",1,38,Field NA
"""http://www.enterprisedb.com/docs/en/9.3/pg/sql-security-label.html""",Field NA,"""com""",26,0.7407079431316416,0,"""NA""",75,19,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",10,"""true""","""2017-05-11T10:27:31""",1,24,"""https://www.enterprisedb.com/docs/en/9.3/pg/sql-security-label.html"""
"""http://www.arubanetworks.com/products/security/""",Field NA,"""com""",132,0.07465513765776277,5,"[88, 11]",88,36,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""",3,"""true""","""2017-08-10T12:46:33""",6,25,Field NA
"""http://cyfy.org/tag/security/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""https://access.redhat.com/security/cve/""",Field NA,"""com""",365,0.8978783715067782,79800,"[94, 53]",390,26,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",43,"""true""","""2017-08-10T12:49:05""",10,44,"""https://access.redhat.com/security/security-updates/"""
"""http://www.crypto.com""",Field NA,"""com""",2,1.0,2230000,"[79, 9]",937,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2011-08-08T01:13:45""",1,2,Field NA
"""http://www2.schneider-electric.com/sites/corporate/en/support/cybersecurity/cybersecurity.page""",Field NA,"""com""",248,0.9996732423477918,6,"""NA""",44,23,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",282,"""false""","""2017-08-10T12:55:46""",1,193,"""http://www.schneider-electric.com/b2b/en/support/cybersecurity/overview.jsp"""
"""http://www.govinfosecurity.com""",Field NA,"""com""",444,"""TimeOut Error, Max 500 sec""",0,"[76, 8]",94,11,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",0,"""false""","""2017-08-10T13:03:15""",1,"""TimeOut Error, Max 500 sec""",Field NA
"""http://www.wisegeek.com/what-is-tls.htm""",Field NA,"""com""",103,0.2577841350126449,0,"[92, 62]",138,0,"{""contact"": 1, ""email"": 1, ""sitemap"": 0, ""help"": 0}","""Yes""",0,"""true""","""2017-08-10T13:23:27""",1,47,Field NA
"""http://www.governmentsecurity.org/""",Field NA,"""org""",0,1.0,3,"[92, 50]",228,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-05-05T15:02:06""",1,0,Field NA
"""http://www.wired.com/category/threatlevel""",Field NA,"""com""",86,0.13276818988819755,0,"[94, 65]",101,6,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",3,"""false""","""2017-08-10T13:30:50""",1,26,"""https://www.wired.com/category/threatlevel"""
"""http://www.austinfosec.com""",Field NA,"""com""",72,"""TimeOut Error, Max 500 sec""",0,"""NA""",8594,3,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",61,"""Info not NA""","""2017-08-10T13:34:41""",1,2,Field NA
"""http://www.wired.com/2014/11/hacker-lexicon-whats-dark-web/""",Field NA,"""com""",51,0.3127979298134108,"""GoogleApi limit is exceeded""","""NA""",84,65,"{""contact"": 0, ""email"": 1, ""sitemap"": 0, ""help"": 1}","""No""",70,"""false""","""2017-08-10T13:43:05""",1,20,"""https://www.wired.com/2014/11/hacker-lexicon-whats-dark-web/"""
"""http://www.forbes.com/security/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.wired.com""",Field NA,"""com""",35,0.12786790614237764,"""GoogleApi limit is exceeded""","[94, 65]",170,10,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""",1,"""false""","""2017-08-10T13:46:21""",1,13,"""https://www.wired.com/"""
"""http://stix.mitre.org""",Field NA,"""io""",15,0.3577912502048173,1,"""NA""",273,3,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",1,"""false""","""2017-06-19T16:24:19""",1,13,"""http://stixproject.github.io/"""
"""http://www.visa.co.in/personal/security/protectedeverywhere.shtml""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
